cidade,area,quartos,banheiro,garagens,andar,animal,mobilia,condominio_reais,iptu,seguro_incendio
Porto Alegre,84,3,2,1,1,acept,not furnished,750,109,24
São Paulo,75,3,2,1,13,not acept,furnished,700,125,37
Campinas,45,1,1,0,-,not acept,not furnished,0,25,11
São Paulo,35,1,1,1,10,not acept,furnished,1400,205,36
Porto Alegre,51,2,1,1,3,acept,not furnished,270,25,16
Rio de Janeiro,80,2,2,2,2,acept,not furnished,1088,420,25
São Paulo,46,1,1,0,1,acept,furnished,350,0,23
São Paulo,260,2,4,4,14,acept,not furnished,3495,1350,44
São Paulo,257,4,5,4,8,acept,furnished,2730,1107,96
São Paulo,172,3,5,3,-,acept,not furnished,0,607,88
São Paulo,140,2,3,2,2,acept,not furnished,1600,250,51
São Paulo,100,2,3,2,9,acept,not furnished,0,0,165
São Paulo,318,5,3,2,-,acept,furnished,0,600,58
São Paulo,300,4,5,2,-,acept,not furnished,0,250,64
Campinas,40,1,1,0,4,acept,not furnished,420,17,7
São Paulo,600,4,4,4,-,acept,not furnished,0,1000,103
São Paulo,51,1,1,1,3,acept,furnished,580,200,45
São Paulo,40,1,1,0,1,not acept,not furnished,0,0,13
Porto Alegre,46,1,1,0,4,acept,not furnished,0,48,16
São Paulo,48,1,1,1,2,not acept,not furnished,867,133,30
São Paulo,79,3,2,2,11,acept,not furnished,652,90,17
São Paulo,40,1,1,0,-,not acept,not furnished,185,41,13
São Paulo,66,2,1,1,5,not acept,not furnished,550,30,26
São Paulo,80,1,1,1,2,not acept,not furnished,0,0,16
São Paulo,23,1,1,0,23,acept,not furnished,385,40,26
São Paulo,76,3,2,2,10,acept,not furnished,365,37,32
Porto Alegre,68,2,2,1,2,acept,not furnished,400,82,27
Belo Horizonte,60,2,1,1,3,acept,not furnished,122,0,18
São Paulo,100,2,2,0,-,acept,not furnished,0,220,38
Belo Horizonte,66,2,1,1,3,acept,not furnished,200,25,14
Porto Alegre,40,1,1,1,1,not acept,furnished,250,8,16
São Paulo,72,2,2,0,10,acept,not furnished,820,70,20
São Paulo,20,1,1,0,2,acept,furnished,602,130,23
São Paulo,45,1,1,1,1,not acept,furnished,3000,0,70
São Paulo,256,3,4,4,4,acept,not furnished,2800,1000,89
Porto Alegre,80,2,2,0,3,acept,furnished,300,0,41
São Paulo,147,3,4,2,2,acept,furnished,1078,334,140
São Paulo,238,4,4,3,1,acept,furnished,2569,542,191
São Paulo,292,4,3,3,8,acept,furnished,2700,709,146
Belo Horizonte,50,2,1,1,2,acept,not furnished,226,0,10
São Paulo,35,1,1,0,1,not acept,not furnished,250,0,17
São Paulo,45,1,1,0,12,not acept,not furnished,413,81,44
Belo Horizonte,76,2,1,1,2,not acept,not furnished,200,0,12
São Paulo,360,4,4,2,4,acept,not furnished,3340,0,141
Porto Alegre,121,3,2,1,10,acept,not furnished,800,200,28
Rio de Janeiro,60,2,1,1,3,acept,not furnished,150,0,24
São Paulo,116,2,2,2,8,not acept,furnished,1215,250,102
São Paulo,340,4,6,4,6,acept,not furnished,5500,2167,122
Campinas,60,3,2,1,3,acept,not furnished,452,50,11
São Paulo,133,3,2,2,-,acept,not furnished,0,255,65
Rio de Janeiro,63,2,2,0,2,acept,not furnished,1014,51,16
Porto Alegre,35,1,1,0,-,acept,furnished,220,9,13
São Paulo,35,1,1,1,1,not acept,furnished,444,124,45
São Paulo,180,2,3,2,13,acept,not furnished,0,0,159
São Paulo,120,3,2,4,8,acept,not furnished,1365,398,58
Campinas,82,2,1,1,1,acept,not furnished,300,105,8
Porto Alegre,46,1,1,2,7,acept,not furnished,690,98,36
São Paulo,82,3,2,2,6,acept,furnished,1490,145,29
São Paulo,500,4,5,6,-,not acept,not furnished,3,1209,109
São Paulo,126,4,3,4,-,acept,not furnished,0,167,50
São Paulo,50,1,1,1,6,not acept,furnished,1450,342,32
Rio de Janeiro,60,2,1,0,6,acept,not furnished,1329,135,31
Porto Alegre,70,2,2,2,11,acept,not furnished,700,115,49
Belo Horizonte,110,2,4,2,5,acept,not furnished,690,213,36
São Paulo,280,4,4,4,1,acept,furnished,3600,1667,172
Belo Horizonte,100,2,1,0,-,acept,not furnished,0,63,20
Campinas,52,1,1,1,3,acept,furnished,730,59,39
Rio de Janeiro,150,3,3,0,10,acept,furnished,850,467,78
Porto Alegre,43,1,1,0,4,not acept,furnished,290,66,31
Belo Horizonte,30,1,1,0,1,acept,not furnished,100,35,8
Porto Alegre,67,2,2,1,9,acept,not furnished,300,0,25
Rio de Janeiro,66,2,1,1,9,acept,not furnished,997,179,31
Porto Alegre,53,2,1,0,3,acept,not furnished,234,0,23
São Paulo,115,2,2,1,18,acept,furnished,950,125,83
Rio de Janeiro,26,1,1,0,7,acept,furnished,630,84,20
Belo Horizonte,55,1,1,0,-,acept,not furnished,0,0,15
São Paulo,148,4,4,4,10,acept,furnished,2580,406,26
São Paulo,250,3,2,8,-,acept,not furnished,0,0,151
São Paulo,220,3,4,2,7,acept,not furnished,2000,750,50
Porto Alegre,30,1,1,0,1,acept,furnished,230,18,13
Campinas,500,4,4,3,5,not acept,not furnished,5288,82,191
Rio de Janeiro,120,3,2,1,3,acept,not furnished,1700,334,97
Rio de Janeiro,45,1,1,1,5,acept,furnished,1050,196,35
São Paulo,82,2,2,0,13,acept,furnished,800,38,58
São Paulo,50,1,1,0,-,acept,not furnished,0,0,25
Campinas,165,3,2,0,-,acept,not furnished,0,129,46
Campinas,87,3,1,0,15,acept,not furnished,725,105,17
São Paulo,300,4,5,4,-,acept,not furnished,0,538,76
Rio de Janeiro,56,2,1,1,4,acept,not furnished,825,17,13
São Paulo,124,3,3,2,2,not acept,not furnished,2019,430,32
Rio de Janeiro,55,1,1,1,5,not acept,not furnished,538,25,17
Porto Alegre,50,1,1,0,8,acept,not furnished,320,25,12
São Paulo,128,3,2,2,1,acept,not furnished,1100,293,32
São Paulo,150,4,3,4,-,acept,not furnished,0,500,46
São Paulo,90,2,1,1,-,not acept,not furnished,0,34,22
Campinas,92,3,4,2,1,acept,not furnished,804,144,28
Porto Alegre,30,1,1,0,3,acept,not furnished,140,24,20
Rio de Janeiro,350,4,4,2,14,acept,furnished,1980,833,116
São Paulo,200,2,3,1,10,acept,not furnished,1750,0,58
Rio de Janeiro,120,3,2,2,1,acept,furnished,1790,509,71
São Paulo,65,2,1,1,2,acept,not furnished,330,74,18
Belo Horizonte,25,2,1,0,1,not acept,not furnished,0,104,30
Porto Alegre,140,3,4,2,12,acept,not furnished,1990,292,51
Rio de Janeiro,82,3,1,0,3,not acept,furnished,460,50,35
Campinas,46,1,1,1,10,acept,not furnished,550,43,8
Belo Horizonte,105,3,2,2,4,not acept,not furnished,350,135,20
Porto Alegre,82,2,2,2,6,acept,not furnished,280,92,41
Campinas,50,1,1,1,1,acept,not furnished,650,69,12
São Paulo,127,4,3,2,4,acept,not furnished,1040,472,63
São Paulo,50,2,1,1,3,acept,not furnished,520,0,19
Rio de Janeiro,20,1,1,0,5,acept,not furnished,450,63,7
Rio de Janeiro,338,4,2,2,-,acept,not furnished,0,190,66
Porto Alegre,35,1,1,0,1,acept,not furnished,120,92,18
São Paulo,450,4,6,4,-,acept,not furnished,0,1042,175
São Paulo,200,3,3,8,-,acept,not furnished,0,509,68
São Paulo,400,3,5,4,20,acept,furnished,3500,1250,127
Belo Horizonte,140,4,3,2,9,acept,not furnished,1720,284,54
São Paulo,138,2,3,2,22,acept,not furnished,1500,545,125
Campinas,300,4,5,2,-,acept,not furnished,0,0,91
Rio de Janeiro,58,2,2,1,11,acept,not furnished,688,0,11
Porto Alegre,60,1,1,0,2,not acept,not furnished,300,0,14
Rio de Janeiro,35,1,1,0,3,acept,not furnished,790,86,26
Campinas,58,1,1,0,3,acept,not furnished,500,38,14
Porto Alegre,70,3,1,1,3,acept,not furnished,424,0,17
Rio de Janeiro,57,1,1,0,2,acept,not furnished,200,10,15
Campinas,140,1,2,2,15,acept,not furnished,1462,284,66
São Paulo,145,3,4,3,10,not acept,not furnished,1300,459,37
São Paulo,130,3,3,2,7,acept,not furnished,1200,342,45
São Paulo,200,3,4,0,2,acept,not furnished,3672,780,46
São Paulo,60,2,1,1,1,acept,not furnished,0,0,14
Belo Horizonte,90,3,2,0,2,not acept,not furnished,335,136,19
São Paulo,68,2,1,1,9,acept,not furnished,706,0,22
Belo Horizonte,90,2,2,2,3,acept,not furnished,200,84,27
Porto Alegre,18,1,1,0,16,acept,not furnished,480,15,11
Rio de Janeiro,80,2,2,1,2,acept,not furnished,1100,167,49
Porto Alegre,65,2,2,0,5,not acept,not furnished,485,87,21
São Paulo,84,2,3,2,25,acept,furnished,634,165,88
São Paulo,82,2,1,2,10,acept,furnished,2020,333,40
Campinas,83,2,2,2,1,acept,furnished,800,234,47
São Paulo,20,1,1,0,1,not acept,not furnished,0,35,14
Rio de Janeiro,60,1,1,0,3,acept,not furnished,520,0,21
Porto Alegre,42,1,1,0,3,acept,furnished,150,0,16
São Paulo,276,4,6,4,10,acept,furnished,3450,1713,58
São Paulo,143,3,3,2,20,acept,not furnished,1900,539,107
São Paulo,150,3,5,3,2,acept,furnished,990,284,140
São Paulo,35,1,1,1,17,acept,not furnished,350,84,25
São Paulo,90,2,1,0,-,not acept,not furnished,0,50,22
Belo Horizonte,320,5,4,3,3,acept,not furnished,660,220,46
Belo Horizonte,300,3,2,3,-,not acept,not furnished,0,539,110
Porto Alegre,68,2,1,0,3,acept,not furnished,270,19,11
São Paulo,57,2,1,1,5,acept,furnished,550,63,30
Belo Horizonte,450,2,2,5,-,acept,not furnished,0,71,25
Belo Horizonte,72,2,1,1,9,acept,not furnished,421,83,16
São Paulo,32,1,1,1,3,not acept,furnished,480,0,28
Rio de Janeiro,320,3,4,1,11,not acept,not furnished,2200,292,75
Porto Alegre,238,3,3,3,2,acept,furnished,700,167,62
Rio de Janeiro,124,3,2,2,8,not acept,furnished,1250,250,70
Rio de Janeiro,106,2,2,1,2,acept,not furnished,1550,323,52
Belo Horizonte,300,4,3,2,10,acept,furnished,900,100,74
São Paulo,486,4,6,5,8,not acept,not furnished,4614,3772,62
Rio de Janeiro,58,2,2,1,3,acept,not furnished,745,44,16
São Paulo,20,1,1,0,4,acept,furnished,602,130,23
São Paulo,39,1,1,1,4,acept,not furnished,529,49,13
São Paulo,66,2,2,2,15,acept,not furnished,580,116,32
São Paulo,122,2,2,2,10,acept,not furnished,1761,640,51
São Paulo,340,4,6,4,8,acept,furnished,3100,1667,36
São Paulo,320,4,5,4,-,acept,not furnished,0,700,106
Campinas,300,3,3,4,-,acept,not furnished,1,450,58
São Paulo,80,2,1,1,1,acept,not furnished,875,0,305
Campinas,50,1,1,1,4,acept,not furnished,400,26,9
Porto Alegre,40,1,1,1,10,acept,furnished,210,20,18
São Paulo,200,4,3,2,10,acept,furnished,2400,1334,58
São Paulo,70,2,2,0,-,not acept,not furnished,0,0,23
Rio de Janeiro,47,2,1,1,4,acept,not furnished,466,0,18
Belo Horizonte,233,3,3,0,13,acept,not furnished,870,96,22
São Paulo,165,3,4,6,-,acept,furnished,0,100,73
São Paulo,230,4,3,2,2,acept,not furnished,3200,917,127
Porto Alegre,47,1,1,0,20,acept,not furnished,280,27,12
Campinas,92,3,3,2,11,acept,not furnished,780,167,22
São Paulo,67,2,2,1,8,acept,not furnished,980,215,29
Rio de Janeiro,220,4,2,1,7,acept,furnished,2000,362,65
Porto Alegre,30,2,2,1,1,acept,not furnished,250,50,19
Porto Alegre,49,1,1,0,4,acept,not furnished,330,24,14
São Paulo,150,3,2,3,-,not acept,not furnished,0,375,46
São Paulo,20,1,1,0,5,acept,furnished,602,130,23
São Paulo,300,3,3,4,-,acept,not furnished,1,950,56
São Paulo,250,3,2,4,-,acept,not furnished,0,875,91
Campinas,53,1,1,1,3,acept,not furnished,588,73,7
Rio de Janeiro,40,1,1,0,2,acept,not furnished,928,61,26
São Paulo,800,4,7,8,-,not acept,not furnished,10000,209,128
São Paulo,250,4,4,3,-,acept,not furnished,0,0,58
São Paulo,78,2,1,1,-,acept,not furnished,0,82,26
Rio de Janeiro,29,1,1,0,2,acept,furnished,566,50,18
Rio de Janeiro,90,2,2,1,8,acept,not furnished,800,90,9
São Paulo,150,3,3,3,-,acept,not furnished,100,234,70
São Paulo,100,3,3,2,-,acept,not furnished,900,100,62
Campinas,52,2,1,1,4,acept,furnished,320,70,23
Rio de Janeiro,110,3,1,2,7,acept,not furnished,1300,417,65
São Paulo,38,1,1,1,16,acept,furnished,1100,0,37
Campinas,470,4,4,4,15,acept,not furnished,3800,1080,140
São Paulo,250,4,2,5,-,acept,not furnished,841,701,61
São Paulo,23,1,1,0,23,acept,not furnished,399,42,27
Belo Horizonte,400,4,6,4,15,acept,not furnished,1840,668,80
Rio de Janeiro,120,2,2,2,8,acept,furnished,1585,279,155
São Paulo,194,3,4,4,5,acept,not furnished,2600,1667,153
Campinas,28,1,1,0,-,not acept,furnished,0,0,18
São Paulo,22,1,1,0,25,acept,not furnished,472,55,28
São Paulo,280,3,3,7,-,acept,not furnished,0,450,131
Rio de Janeiro,60,1,1,0,1,acept,not furnished,350,0,13
Campinas,348,3,3,3,-,acept,not furnished,0,400,73
São Paulo,38,2,1,0,5,acept,furnished,577,50,41
Porto Alegre,79,3,2,2,6,acept,furnished,550,50,34
Rio de Janeiro,50,2,1,0,9,acept,furnished,620,42,22
Rio de Janeiro,68,2,2,1,7,not acept,not furnished,655,42,15
São Paulo,60,2,3,2,6,not acept,not furnished,730,19,14
Belo Horizonte,497,5,5,4,-,not acept,not furnished,0,720,132
Rio de Janeiro,55,2,1,1,10,acept,not furnished,647,185,14
Rio de Janeiro,120,2,2,0,1,acept,furnished,1200,389,62
São Paulo,65,3,1,1,6,acept,not furnished,461,90,33
São Paulo,60,2,1,1,13,acept,furnished,550,80,20
Campinas,205,3,2,4,-,acept,not furnished,0,57,38
São Paulo,350,4,6,6,-,acept,furnished,0,1367,145
São Paulo,60,2,2,1,8,acept,not furnished,640,0,21
São Paulo,164,4,4,2,6,not acept,not furnished,2159,386,64
Porto Alegre,27,1,1,0,2,acept,not furnished,100,75,15
Rio de Janeiro,110,3,2,1,4,not acept,not furnished,788,140,33
São Paulo,80,2,1,0,1,acept,not furnished,0,209,23
São Paulo,38,2,1,0,2,acept,not furnished,90,0,20
Campinas,38,1,1,0,3,not acept,not furnished,376,15,10
São Paulo,240,3,2,1,-,acept,not furnished,0,667,226
São Paulo,100,3,2,1,4,acept,not furnished,1200,200,85
Porto Alegre,400,4,2,2,15,acept,furnished,2250,500,92
São Paulo,178,2,3,4,1,not acept,not furnished,3145,903,32
Belo Horizonte,72,3,1,1,3,not acept,not furnished,300,86,12
São Paulo,160,3,4,2,-,acept,not furnished,0,209,65
Rio de Janeiro,45,2,1,1,9,acept,not furnished,560,18,19
São Paulo,215,3,4,4,-,acept,not furnished,0,373,151
Porto Alegre,233,4,6,4,-,acept,not furnished,0,584,249
São Paulo,26,1,1,1,9,acept,furnished,1570,223,22
Belo Horizonte,360,5,2,2,1,acept,not furnished,550,436,62
Belo Horizonte,200,3,3,3,-,acept,furnished,200,110,78
Belo Horizonte,241,5,4,3,-,acept,not furnished,0,310,86
Rio de Janeiro,70,2,1,0,6,not acept,not furnished,655,112,30
São Paulo,370,4,6,0,8,acept,not furnished,3417,2386,101
São Paulo,480,4,3,3,-,acept,not furnished,0,834,203
Belo Horizonte,130,4,1,3,-,not acept,not furnished,0,0,36
Belo Horizonte,118,3,3,1,1,acept,not furnished,350,88,17
São Paulo,20,1,1,0,1,acept,furnished,602,130,23
Rio de Janeiro,130,3,1,1,2,acept,not furnished,1000,184,46
São Paulo,237,4,4,0,13,not acept,not furnished,3168,1031,102
Belo Horizonte,175,3,2,2,9,acept,not furnished,896,350,32
Porto Alegre,50,2,1,1,-,acept,furnished,370,30,17
São Paulo,488,4,3,3,-,acept,not furnished,14130,1214,82
São Paulo,220,4,5,3,5,acept,not furnished,3000,1000,99
Campinas,58,2,1,1,1,acept,furnished,385,64,45
São Paulo,50,2,1,1,5,acept,not furnished,420,3,20
São Paulo,68,2,2,1,18,acept,not furnished,640,95,44
Porto Alegre,49,2,1,1,7,acept,not furnished,360,30,17
Belo Horizonte,1020,5,4,6,-,acept,furnished,0,654,107
Rio de Janeiro,25,1,1,0,3,not acept,not furnished,590,63,18
Belo Horizonte,25,1,1,0,3,not acept,furnished,700,59,12
São Paulo,350,4,4,3,8,acept,not furnished,2100,500,51
Campinas,200,3,4,2,4,not acept,not furnished,2500,275,26
Porto Alegre,56,2,1,1,2,acept,not furnished,350,38,12
São Paulo,60,2,2,1,5,acept,not furnished,478,0,17
Belo Horizonte,92,3,3,2,2,acept,not furnished,300,112,22
São Paulo,640,4,4,4,12,acept,furnished,5400,1584,130
São Paulo,40,1,1,1,14,acept,furnished,474,105,41
São Paulo,316,4,6,4,18,acept,furnished,4767,1963,102
São Paulo,208,4,4,3,1,acept,furnished,2860,1672,102
São Paulo,220,3,4,3,12,acept,furnished,3120,1034,102
São Paulo,68,2,2,1,14,acept,not furnished,600,167,63
São Paulo,70,2,1,1,15,acept,not furnished,1049,35,16
Rio de Janeiro,76,2,1,0,3,acept,not furnished,625,50,13
São Paulo,215,3,4,2,-,acept,not furnished,0,318,76
São Paulo,40,1,1,0,-,not acept,not furnished,0,17,12
São Paulo,59,2,1,1,10,acept,not furnished,589,0,20
São Paulo,86,3,3,2,9,not acept,not furnished,550,200,32
São Paulo,225,4,5,4,10,acept,furnished,1600,0,91
Porto Alegre,50,2,1,1,-,acept,not furnished,0,25,18
São Paulo,120,3,1,4,-,acept,not furnished,0,234,53
São Paulo,50,2,1,1,10,acept,not furnished,482,0,17
São Paulo,239,3,3,3,-,acept,not furnished,0,177,106
Campinas,420,4,5,4,-,acept,not furnished,600,584,109
São Paulo,51,2,1,1,12,acept,not furnished,446,114,28
São Paulo,550,3,5,8,-,acept,not furnished,0,3825,151
São Paulo,35,1,1,1,17,acept,furnished,1280,200,51
Rio de Janeiro,54,2,2,1,6,acept,not furnished,829,142,10
Belo Horizonte,32,1,1,0,-,not acept,furnished,550,0,18
Campinas,73,3,2,2,5,acept,furnished,762,204,26
São Paulo,180,3,2,1,2,acept,not furnished,1000,180,127
Belo Horizonte,25,1,1,1,1,not acept,not furnished,0,38,7
São Paulo,133,3,2,0,6,acept,not furnished,813,38,38
São Paulo,150,3,2,1,-,acept,not furnished,0,0,38
Rio de Janeiro,60,1,1,0,10,not acept,not furnished,450,48,24
São Paulo,360,7,6,6,-,acept,not furnished,0,245,80
São Paulo,28,1,1,0,1,acept,not furnished,568,0,28
Rio de Janeiro,38,2,2,1,10,acept,not furnished,1450,200,42
São Paulo,35,1,1,0,1,not acept,not furnished,250,0,17
Porto Alegre,65,2,1,1,3,not acept,furnished,400,100,26
Belo Horizonte,164,4,2,2,3,acept,not furnished,310,144,47
São Paulo,70,2,1,0,2,acept,not furnished,1100,0,17
Porto Alegre,160,3,2,2,4,acept,not furnished,890,50,30
São Paulo,55,2,1,1,9,acept,furnished,565,0,36
São Paulo,70,2,2,1,6,acept,not furnished,665,0,26
São Paulo,50,2,1,0,-,not acept,not furnished,0,80,17
São Paulo,220,3,4,4,13,acept,not furnished,3354,1240,43
Belo Horizonte,274,4,5,5,10,not acept,not furnished,2450,179,174
São Paulo,220,4,4,1,19,acept,not furnished,1800,650,70
São Paulo,120,3,2,1,6,acept,not furnished,850,120,33
São Paulo,200,3,4,3,8,acept,not furnished,1400,0,90
Rio de Janeiro,47,2,1,1,5,acept,not furnished,513,0,13
São Paulo,37,1,1,0,4,acept,furnished,1320,142,22
São Paulo,431,3,3,2,8,not acept,furnished,6200,1370,191
São Paulo,70,2,1,0,1,acept,not furnished,521,50,39
Rio de Janeiro,500,2,5,5,-,not acept,not furnished,0,54,28
Porto Alegre,40,1,1,1,4,acept,not furnished,200,5,10
São Paulo,154,3,3,2,12,acept,furnished,1042,0,26
São Paulo,380,2,4,0,21,acept,furnished,3490,2863,87
Porto Alegre,156,3,1,0,2,acept,not furnished,500,142,24
Porto Alegre,115,1,1,0,4,acept,furnished,350,150,24
Campinas,198,6,3,4,-,acept,not furnished,0,145,31
Rio de Janeiro,90,3,1,0,4,not acept,not furnished,500,8,35
São Paulo,225,2,2,3,-,acept,not furnished,0,450,73
Rio de Janeiro,50,1,1,0,8,acept,not furnished,600,134,38
Belo Horizonte,190,1,1,1,-,not acept,not furnished,0,162,64
São Paulo,50,2,1,1,2,not acept,not furnished,600,50,15
São Paulo,450,4,5,6,-,not acept,furnished,0,1150,136
Belo Horizonte,140,2,2,2,11,acept,furnished,692,104,38
Rio de Janeiro,15,1,1,0,-,acept,not furnished,0,0,10
São Paulo,204,4,3,1,2,acept,furnished,1774,0,77
São Paulo,110,2,4,2,2,acept,furnished,2100,500,81
Rio de Janeiro,40,1,1,0,4,not acept,not furnished,530,100,26
Porto Alegre,129,2,2,2,9,acept,furnished,1200,209,100
São Paulo,71,3,2,2,10,acept,not furnished,680,50,32
São Paulo,40,1,1,0,-,not acept,not furnished,0,0,11
Rio de Janeiro,65,1,1,0,10,not acept,furnished,672,116,31
São Paulo,193,4,3,3,10,acept,furnished,3000,898,166
São Paulo,40,1,1,1,11,acept,furnished,1233,202,52
Belo Horizonte,136,4,3,3,9,acept,not furnished,1240,434,52
São Paulo,200,3,2,2,8,acept,not furnished,1626,0,39
São Paulo,60,2,2,1,17,acept,not furnished,440,38,16
Rio de Janeiro,47,1,1,0,2,not acept,not furnished,306,22,19
Rio de Janeiro,85,2,2,1,12,acept,furnished,3499,769,116
Campinas,45,1,1,0,7,not acept,not furnished,506,24,7
Rio de Janeiro,113,3,1,0,1,not acept,furnished,700,130,33
Rio de Janeiro,60,1,1,1,12,not acept,furnished,1862,123,10
São Paulo,270,4,4,4,-,acept,furnished,0,667,133
Belo Horizonte,161,3,1,2,-,acept,not furnished,0,435,58
São Paulo,270,5,4,4,6,not acept,not furnished,3500,1684,89
São Paulo,100,3,3,0,5,acept,not furnished,820,148,81
Porto Alegre,61,2,1,0,2,acept,not furnished,380,30,13
São Paulo,47,2,1,1,4,acept,not furnished,565,64,15
São Paulo,165,3,4,4,15,acept,not furnished,2000,799,127
São Paulo,330,3,6,4,-,acept,not furnished,0,856,128
São Paulo,360,4,5,4,8,acept,not furnished,3500,1417,22
São Paulo,1000,4,7,4,10,acept,furnished,6000,4900,191
São Paulo,50,1,1,1,-,acept,not furnished,0,0,17
São Paulo,25,1,1,0,3,acept,not furnished,450,30,21
Rio de Janeiro,76,2,1,0,3,acept,not furnished,625,50,13
São Paulo,29,1,1,1,10,not acept,furnished,1500,200,39
São Paulo,280,3,4,4,6,acept,not furnished,4095,1042,70
São Paulo,182,3,4,3,-,acept,not furnished,0,459,106
São Paulo,137,2,2,1,-,not acept,not furnished,0,410,70
São Paulo,36,1,1,1,15,not acept,furnished,510,105,30
Rio de Janeiro,40,1,1,0,2,acept,not furnished,350,0,12
São Paulo,150,3,2,1,7,acept,furnished,1843,340,86
Belo Horizonte,157,4,3,3,3,acept,furnished,1717,108,120
Campinas,284,3,5,6,-,acept,not furnished,550,417,77
Belo Horizonte,390,5,5,5,8,not acept,not furnished,1300,797,107
São Paulo,260,4,2,2,3,acept,not furnished,1715,594,77
São Paulo,250,4,4,3,-,not acept,not furnished,0,417,113
São Paulo,40,1,1,1,5,acept,not furnished,350,0,23
São Paulo,50,1,1,0,-,acept,furnished,464,114,18
Rio de Janeiro,80,2,1,0,2,acept,not furnished,270,173,37
Rio de Janeiro,98,2,2,0,1,not acept,furnished,820,172,40
Rio de Janeiro,26,1,1,0,4,not acept,not furnished,390,120,22
São Paulo,68,2,1,0,12,acept,not furnished,470,50,17
Belo Horizonte,88,3,1,1,2,acept,not furnished,180,0,7
São Paulo,60,2,1,0,10,acept,not furnished,453,0,21
Rio de Janeiro,180,3,3,0,-,acept,not furnished,20,170,39
São Paulo,108,3,3,2,2,not acept,not furnished,1265,253,28
Belo Horizonte,70,3,1,1,3,acept,not furnished,90,1,12
São Paulo,98,2,2,1,13,acept,not furnished,1055,384,28
São Paulo,162,3,4,0,-,acept,not furnished,0,267,49
Porto Alegre,47,1,1,0,3,acept,not furnished,300,21,12
